id,地址,店铺名称,注册时间,运营天数,简介,销量,库存
432,http://432.jm.cn,未开通店铺,,,,,
480,http://480.jm.cn,未开通店铺,,,,,
427,http://427.jm.cn,未开通店铺,,,,,
395,http://395.jm.cn,未开通店铺,,,,,
87,http://87.jm.cn,未开通店铺,,,,,
190,http://190.jm.cn,未开通店铺,,,,,
453,http://453.jm.cn,未开通店铺,,,,,
65,http://65.jm.cn,未开通店铺,,,,,
136,http://136.jm.cn,未开通店铺,,,,,
109,http://109.jm.cn,未开通店铺,,,,,
172,http://172.jm.cn,未开通店铺,,,,,
46,http://46.jm.cn,未开通店铺,,,,,
351,http://351.jm.cn,未开通店铺,,,,,
43,http://43.jm.cn,未开通店铺,,,,,
210,http://210.jm.cn,未开通店铺,,,,,
149,http://149.jm.cn,未开通店铺,,,,,
213,http://213.jm.cn,未开通店铺,,,,,
394,http://394.jm.cn,未开通店铺,,,,,
151,http://151.jm.cn,未开通店铺,,,,,
117,http://117.jm.cn,未开通店铺,,,,,
245,http://245.jm.cn,未开通店铺,,,,,
186,http://186.jm.cn,未开通店铺,,,,,
32,http://32.jm.cn,未开通店铺,,,,,
367,http://367.jm.cn,未开通店铺,,,,,
441,http://441.jm.cn,未开通店铺,,,,,
101,http://101.jm.cn,未开通店铺,,,,,
94,http://94.jm.cn,未开通店铺,,,,,
302,http://302.jm.cn,未开通店铺,,,,,
416,http://416.jm.cn,未开通店铺,,,,,
168,http://168.jm.cn,juming金米发财好米,2017-11-28 11:39:26 ,1409,<==请向箭头收藏本店铺 每日更新 客服 QQ:478923打包优惠到骨折寻求长期合作伙伴 BA存在 sydw zf 社会 都在,908,2311
464,http://464.jm.cn,未开通店铺,,,,,
415,http://415.jm.cn,未开通店铺,,,,,
346,http://346.jm.cn,未开通店铺,,,,,
371,http://371.jm.cn,未开通店铺,,,,,
17,http://17.jm.cn,未开通店铺,,,,,
93,http://93.jm.cn,未开通店铺,,,,,
331,http://331.jm.cn,未开通店铺,,,,,
266,http://266.jm.cn,未开通店铺,,,,,
203,http://203.jm.cn,未开通店铺,,,,,
59,http://59.jm.cn,未开通店铺,,,,,
284,http://284.jm.cn,未开通店铺,,,,,
107,http://107.jm.cn,未开通店铺,,,,,
319,http://319.jm.cn,未开通店铺,,,,,
298,http://298.jm.cn,未开通店铺,,,,,
10,http://10.jm.cn,未开通店铺,,,,,
376,http://376.jm.cn,未开通店铺,,,,,
383,http://383.jm.cn,未开通店铺,,,,,
247,http://247.jm.cn,未开通店铺,,,,,
39,http://39.jm.cn,未开通店铺,,,,,
400,http://400.jm.cn,未开通店铺,,,,,
364,http://364.jm.cn,未开通店铺,,,,,
178,http://178.jm.cn,未开通店铺,,,,,
353,http://353.jm.cn,未开通店铺,,,,,
193,http://193.jm.cn,未开通店铺,,,,,
368,http://368.jm.cn,未开通店铺,,,,,
220,http://220.jm.cn,未开通店铺,,,,,
80,http://80.jm.cn,未开通店铺,,,,,
106,http://106.jm.cn,未开通店铺,,,,,
174,http://174.jm.cn,未开通店铺,,,,,
431,http://431.jm.cn,未开通店铺,,,,,
271,http://271.jm.cn,未开通店铺,,,,,
424,http://424.jm.cn,未开通店铺,,,,,
111,http://111.jm.cn,未开通店铺,,,,,
352,http://352.jm.cn,未开通店铺,,,,,
382,http://382.jm.cn,未开通店铺,,,,,
314,http://314.jm.cn,未开通店铺,,,,,
125,http://125.jm.cn,未开通店铺,,,,,
96,http://96.jm.cn,未开通店铺,,,,,
447,http://447.jm.cn,未开通店铺,,,,,
68,http://68.jm.cn,未开通店铺,,,,,
341,http://341.jm.cn,未开通店铺,,,,,
456,http://456.jm.cn,未开通店铺,,,,,
112,http://112.jm.cn,未开通店铺,,,,,
234,http://234.jm.cn,未开通店铺,,,,,
246,http://246.jm.cn,未开通店铺,,,,,
150,http://150.jm.cn,未开通店铺,,,,,
21,http://21.jm.cn,未开通店铺,,,,,
148,http://148.jm.cn,未开通店铺,,,,,
345,http://345.jm.cn,未开通店铺,,,,,
169,http://169.jm.cn,未开通店铺,,,,,
272,http://272.jm.cn,未开通店铺,,,,,
154,http://154.jm.cn,未开通店铺,,,,,
366,http://366.jm.cn,未开通店铺,,,,,
491,http://491.jm.cn,未开通店铺,,,,,
189,http://189.jm.cn,未开通店铺,,,,,
470,http://470.jm.cn,未开通店铺,,,,,
72,http://72.jm.cn,未开通店铺,,,,,
487,http://487.jm.cn,未开通店铺,,,,,
445,http://445.jm.cn,未开通店铺,,,,,
50,http://50.jm.cn,未开通店铺,,,,,
110,http://110.jm.cn,未开通店铺,,,,,
481,http://481.jm.cn,未开通店铺,,,,,
30,http://30.jm.cn,未开通店铺,,,,,
459,http://459.jm.cn,未开通店铺,,,,,
494,http://494.jm.cn,未开通店铺,,,,,
52,http://52.jm.cn,未开通店铺,,,,,
414,http://414.jm.cn,未开通店铺,,,,,
483,http://483.jm.cn,未开通店铺,,,,,
482,http://482.jm.cn,未开通店铺,,,,,
1,http://1.jm.cn,违约认购,2014-5-10 23:04:26 ,2707,违约认购域名是由于用户在本站预定抢注了，但是由于得标后，长期未付款，本站已认定对方已违反约定，特对以下域名公开出售，出售的价格一律已得标价为准，如果您喜欢请马上下手。,12488,3336
407,http://407.jm.cn,未开通店铺,,,,,
18,http://18.jm.cn,未开通店铺,,,,,
131,http://131.jm.cn,未开通店铺,,,,,
401,http://401.jm.cn,未开通店铺,,,,,
233,http://233.jm.cn,未开通店铺,,,,,
118,http://118.jm.cn,未开通店铺,,,,,
292,http://292.jm.cn,未开通店铺,,,,,
56,http://56.jm.cn,未开通店铺,,,,,
212,http://212.jm.cn,未开通店铺,,,,,
290,http://290.jm.cn,未开通店铺,,,,,
373,http://373.jm.cn,未开通店铺,,,,,
228,http://228.jm.cn,未开通店铺,,,,,
31,http://31.jm.cn,未开通店铺,,,,,
230,http://230.jm.cn,未开通店铺,,,,,
201,http://201.jm.cn,未开通店铺,,,,,
310,http://310.jm.cn,未开通店铺,,,,,
62,http://62.jm.cn,未开通店铺,,,,,
325,http://325.jm.cn,未开通店铺,,,,,
105,http://105.jm.cn,未开通店铺,,,,,
97,http://97.jm.cn,未开通店铺,,,,,
393,http://393.jm.cn,未开通店铺,,,,,
379,http://379.jm.cn,未开通店铺,,,,,
251,http://251.jm.cn,未开通店铺,,,,,
209,http://209.jm.cn,未开通店铺,,,,,
140,http://140.jm.cn,未开通店铺,,,,,
486,http://486.jm.cn,未开通店铺,,,,,
132,http://132.jm.cn,未开通店铺,,,,,
399,http://399.jm.cn,未开通店铺,,,,,
99,http://99.jm.cn,未开通店铺,,,,,
74,http://74.jm.cn,未开通店铺,,,,,
146,http://146.jm.cn,未开通店铺,,,,,
244,http://244.jm.cn,未开通店铺,,,,,
236,http://236.jm.cn,未开通店铺,,,,,
374,http://374.jm.cn,未开通店铺,,,,,
78,http://78.jm.cn,未开通店铺,,,,,
265,http://265.jm.cn,未开通店铺,,,,,
103,http://103.jm.cn,未开通店铺,,,,,
490,http://490.jm.cn,未开通店铺,,,,,
256,http://256.jm.cn,未开通店铺,,,,,
179073,http://179073.jm.cn,精品搜狗收录域名,2021-6-2 11:18:15 ,127,搜狗收录建站五年以上老域名搜狗收录搜狗首页收录，无黑、无拦截、连续建站老域名。出售-五年以上老域名精品,3357,470
217,http://217.jm.cn,未开通店铺,,,,,
493,http://493.jm.cn,未开通店铺,,,,,
225,http://225.jm.cn,未开通店铺,,,,,
88,http://88.jm.cn,未开通店铺,,,,,
240,http://240.jm.cn,未开通店铺,,,,,
377,http://377.jm.cn,未开通店铺,,,,,
49,http://49.jm.cn,未开通店铺,,,,,
489,http://489.jm.cn,未开通店铺,,,,,
128,http://128.jm.cn,未开通店铺,,,,,
194,http://194.jm.cn,未开通店铺,,,,,
235,http://235.jm.cn,未开通店铺,,,,,
428,http://428.jm.cn,未开通店铺,,,,,
496,http://496.jm.cn,未开通店铺,,,,,
23,http://23.jm.cn,未开通店铺,,,,,
57,http://57.jm.cn,未开通店铺,,,,,
289,http://289.jm.cn,未开通店铺,,,,,
11,http://11.jm.cn,未开通店铺,,,,,
326,http://326.jm.cn,未开通店铺,,,,,
187,http://187.jm.cn,未开通店铺,,,,,
434,http://434.jm.cn,未开通店铺,,,,,
358,http://358.jm.cn,未开通店铺,,,,,
82,http://82.jm.cn,未开通店铺,,,,,
147,http://147.jm.cn,未开通店铺,,,,,
122,http://122.jm.cn,未开通店铺,,,,,
69,http://69.jm.cn,未开通店铺,,,,,
60,http://60.jm.cn,未开通店铺,,,,,
163,http://163.jm.cn,未开通店铺,,,,,
426,http://426.jm.cn,未开通店铺,,,,,
2,http://2.jm.cn,未开通店铺,,,,,
429,http://429.jm.cn,未开通店铺,,,,,
61,http://61.jm.cn,未开通店铺,,,,,
191,http://191.jm.cn,未开通店铺,,,,,
37,http://37.jm.cn,未开通店铺,,,,,
216,http://216.jm.cn,未开通店铺,,,,,
64,http://64.jm.cn,未开通店铺,,,,,
465,http://465.jm.cn,未开通店铺,,,,,
419,http://419.jm.cn,未开通店铺,,,,,
294,http://294.jm.cn,未开通店铺,,,,,
279,http://279.jm.cn,未开通店铺,,,,,
41,http://41.jm.cn,未开通店铺,,,,,
360,http://360.jm.cn,未开通店铺,,,,,
257,http://257.jm.cn,未开通店铺,,,,,
175,http://175.jm.cn,未开通店铺,,,,,
435,http://435.jm.cn,未开通店铺,,,,,
173,http://173.jm.cn,未开通店铺,,,,,
303,http://303.jm.cn,未开通店铺,,,,,
55,http://55.jm.cn,未开通店铺,,,,,
28,http://28.jm.cn,未开通店铺,,,,,
252,http://252.jm.cn,未开通店铺,,,,,
238,http://238.jm.cn,未开通店铺,,,,,
183,http://183.jm.cn,未开通店铺,,,,,
54,http://54.jm.cn,未开通店铺,,,,,
475,http://475.jm.cn,未开通店铺,,,,,
197,http://197.jm.cn,未开通店铺,,,,,
232,http://232.jm.cn,未开通店铺,,,,,
410,http://410.jm.cn,未开通店铺,,,,,
420,http://420.jm.cn,未开通店铺,,,,,
9,http://9.jm.cn,未开通店铺,,,,,
26,http://26.jm.cn,未开通店铺,,,,,
237,http://237.jm.cn,未开通店铺,,,,,
40,http://40.jm.cn,未开通店铺,,,,,
386,http://386.jm.cn,未开通店铺,,,,,
184,http://184.jm.cn,未开通店铺,,,,,
116,http://116.jm.cn,未开通店铺,,,,,
33,http://33.jm.cn,未开通店铺,,,,,
457,http://457.jm.cn,未开通店铺,,,,,
354,http://354.jm.cn,未开通店铺,,,,,
385,http://385.jm.cn,未开通店铺,,,,,
75,http://75.jm.cn,未开通店铺,,,,,
153,http://153.jm.cn,未开通店铺,,,,,
492,http://492.jm.cn,恭喜发财,2015-10-12 16:28:34 ,2187,,0,0
440,http://440.jm.cn,未开通店铺,,,,,
285,http://285.jm.cn,未开通店铺,,,,,
332,http://332.jm.cn,未开通店铺,,,,,
460,http://460.jm.cn,未开通店铺,,,,,
317,http://317.jm.cn,未开通店铺,,,,,
121,http://121.jm.cn,未开通店铺,,,,,
363,http://363.jm.cn,未开通店铺,,,,,
165,http://165.jm.cn,未开通店铺,,,,,
91,http://91.jm.cn,未开通店铺,,,,,
258,http://258.jm.cn,未开通店铺,,,,,
221,http://221.jm.cn,未开通店铺,,,,,
281,http://281.jm.cn,未开通店铺,,,,,
253,http://253.jm.cn,未开通店铺,,,,,
119,http://119.jm.cn,未开通店铺,,,,,
241,http://241.jm.cn,未开通店铺,,,,,
77,http://77.jm.cn,未开通店铺,,,,,
27,http://27.jm.cn,未开通店铺,,,,,
300,http://300.jm.cn,未开通店铺,,,,,
188,http://188.jm.cn,未开通店铺,,,,,
411,http://411.jm.cn,未开通店铺,,,,,
202,http://202.jm.cn,未开通店铺,,,,,
439,http://439.jm.cn,未开通店铺,,,,,
381,http://381.jm.cn,未开通店铺,,,,,
430,http://430.jm.cn,未开通店铺,,,,,
350,http://350.jm.cn,未开通店铺,,,,,
324,http://324.jm.cn,未开通店铺,,,,,
4,http://4.jm.cn,未开通店铺,,,,,
226,http://226.jm.cn,未开通店铺,,,,,
347,http://347.jm.cn,未开通店铺,,,,,
365,http://365.jm.cn,未开通店铺,,,,,
248,http://248.jm.cn,未开通店铺,,,,,
449,http://449.jm.cn,未开通店铺,,,,,
280,http://280.jm.cn,未开通店铺,,,,,
108,http://108.jm.cn,未开通店铺,,,,,
223,http://223.jm.cn,未开通店铺,,,,,
388,http://388.jm.cn,未开通店铺,,,,,
361,http://361.jm.cn,未开通店铺,,,,,
340,http://340.jm.cn,未开通店铺,,,,,
306,http://306.jm.cn,未开通店铺,,,,,
16,http://16.jm.cn,未开通店铺,,,,,
329,http://329.jm.cn,未开通店铺,,,,,
308,http://308.jm.cn,未开通店铺,,,,,
166,http://166.jm.cn,未开通店铺,,,,,
219,http://219.jm.cn,未开通店铺,,,,,
8,http://8.jm.cn,未开通店铺,,,,,
158,http://158.jm.cn,未开通店铺,,,,,
312,http://312.jm.cn,未开通店铺,,,,,
328,http://328.jm.cn,未开通店铺,,,,,
47,http://47.jm.cn,未开通店铺,,,,,
311,http://311.jm.cn,未开通店铺,,,,,
296,http://296.jm.cn,未开通店铺,,,,,
200,http://200.jm.cn,未开通店铺,,,,,
413,http://413.jm.cn,未开通店铺,,,,,
369,http://369.jm.cn,未开通店铺,,,,,
275,http://275.jm.cn,未开通店铺,,,,,
471,http://471.jm.cn,未开通店铺,,,,,
349,http://349.jm.cn,未开通店铺,,,,,
462,http://462.jm.cn,未开通店铺,,,,,
269,http://269.jm.cn,未开通店铺,,,,,
262,http://262.jm.cn,未开通店铺,,,,,
320,http://320.jm.cn,未开通店铺,,,,,
152,http://152.jm.cn,未开通店铺,,,,,
273,http://273.jm.cn,未开通店铺,,,,,
299,http://299.jm.cn,未开通店铺,,,,,
409,http://409.jm.cn,未开通店铺,,,,,
282,http://282.jm.cn,未开通店铺,,,,,
5,http://5.jm.cn,未开通店铺,,,,,
135,http://135.jm.cn,未开通店铺,,,,,
500,http://500.jm.cn,未开通店铺,,,,,
206,http://206.jm.cn,未开通店铺,,,,,
205,http://205.jm.cn,未开通店铺,,,,,
242,http://242.jm.cn,未开通店铺,,,,,
485,http://485.jm.cn,未开通店铺,,,,,
468,http://468.jm.cn,未开通店铺,,,,,
297,http://297.jm.cn,未开通店铺,,,,,
171,http://171.jm.cn,未开通店铺,,,,,
227,http://227.jm.cn,未开通店铺,,,,,
436,http://436.jm.cn,未开通店铺,,,,,
380,http://380.jm.cn,未开通店铺,,,,,
51,http://51.jm.cn,未开通店铺,,,,,
137,http://137.jm.cn,未开通店铺,,,,,
229,http://229.jm.cn,未开通店铺,,,,,
177,http://177.jm.cn,未开通店铺,,,,,
466,http://466.jm.cn,未开通店铺,,,,,
287,http://287.jm.cn,未开通店铺,,,,,
499,http://499.jm.cn,未开通店铺,,,,,
327,http://327.jm.cn,未开通店铺,,,,,
403,http://403.jm.cn,未开通店铺,,,,,
497,http://497.jm.cn,未开通店铺,,,,,
337,http://337.jm.cn,未开通店铺,,,,,
144,http://144.jm.cn,未开通店铺,,,,,
208,http://208.jm.cn,未开通店铺,,,,,
249,http://249.jm.cn,未开通店铺,,,,,
437,http://437.jm.cn,未开通店铺,,,,,
495,http://495.jm.cn,未开通店铺,,,,,
254,http://254.jm.cn,未开通店铺,,,,,
102,http://102.jm.cn,机器猫米网,2018-4-4 21:28:39 ,1282,精典好域名。,26,2
270,http://270.jm.cn,未开通店铺,,,,,
207,http://207.jm.cn,未开通店铺,,,,,
469,http://469.jm.cn,未开通店铺,,,,,
71,http://71.jm.cn,未开通店铺,,,,,
474,http://474.jm.cn,未开通店铺,,,,,
79,http://79.jm.cn,未开通店铺,,,,,
425,http://425.jm.cn,未开通店铺,,,,,
25,http://25.jm.cn,未开通店铺,,,,,
215,http://215.jm.cn,未开通店铺,,,,,
264,http://264.jm.cn,未开通店铺,,,,,
450,http://450.jm.cn,未开通店铺,,,,,
39977,http://39977.jm.cn,极品中文快照历史老域名,2019-10-12 14:07:10 ,726,专营中文建站历史域名，站群域名，老域名，搜狗收录，无灰Se，无拦截。定制各类域名Q：1544765085,3378,442
141,http://141.jm.cn,未开通店铺,,,,,
63,http://63.jm.cn,未开通店铺,,,,,
405,http://405.jm.cn,未开通店铺,,,,,
134,http://134.jm.cn,未开通店铺,,,,,
478,http://478.jm.cn,未开通店铺,,,,,
86,http://86.jm.cn,未开通店铺,,,,,
127,http://127.jm.cn,巨明抢注专卖,2017-12-25 16:43:25 ,1382,巨明抢注专卖店，本站交易，即买即用，安全快捷,279,0
92,http://92.jm.cn,未开通店铺,,,,,
15,http://15.jm.cn,未开通店铺,,,,,
76,http://76.jm.cn,未开通店铺,,,,,
73,http://73.jm.cn,未开通店铺,,,,,
455,http://455.jm.cn,未开通店铺,,,,,
13,http://13.jm.cn,未开通店铺,,,,,
473,http://473.jm.cn,未开通店铺,,,,,
316,http://316.jm.cn,领航小米吧,2017-6-5 14:07:22 ,1585,企业独立**，qq，360无拦截！未申请百度ssp站长，360，搜狗。未申请 百度联盟 搜狗联盟,33,11
176,http://176.jm.cn,未开通店铺,,,,,
19,http://19.jm.cn,未开通店铺,,,,,
304,http://304.jm.cn,未开通店铺,,,,,
343,http://343.jm.cn,未开通店铺,,,,,
130,http://130.jm.cn,未开通店铺,,,,,
336,http://336.jm.cn,未开通店铺,,,,,
36,http://36.jm.cn,未开通店铺,,,,,
145,http://145.jm.cn,未开通店铺,,,,,
286,http://286.jm.cn,未开通店铺,,,,,
344,http://344.jm.cn,未开通店铺,,,,,
370,http://370.jm.cn,未开通店铺,,,,,
58,http://58.jm.cn,未开通店铺,,,,,
259,http://259.jm.cn,未开通店铺,,,,,
444,http://444.jm.cn,未开通店铺,,,,,
342,http://342.jm.cn,精品域名铺,2020-4-5 12:21:57 ,550,好域名不等人,0,0
476,http://476.jm.cn,未开通店铺,,,,,
389,http://389.jm.cn,未开通店铺,,,,,
139,http://139.jm.cn,未开通店铺,,,,,
185,http://185.jm.cn,未开通店铺,,,,,
390,http://390.jm.cn,未开通店铺,,,,,
392,http://392.jm.cn,未开通店铺,,,,,
44,http://44.jm.cn,未开通店铺,,,,,
402,http://402.jm.cn,未开通店铺,,,,,
156,http://156.jm.cn,未开通店铺,,,,,
11988,http://11988.jm.cn,精品企业米专卖,2020-2-9 3:10:50 ,606,每日上新100-300条企业域名，全网无拦截，过桔子，过link 无灰Se。购买老域名提示域名可能被赎回 - 不用管直接确认下一步即可购买请放心购买 量大客户qq 6931244   QQ 348773906详聊 优惠多多,11090,733
155,http://155.jm.cn,未开通店铺,,,,,
180,http://180.jm.cn,未开通店铺,,,,,
384,http://384.jm.cn,未开通店铺,,,,,
231,http://231.jm.cn,未开通店铺,,,,,
451,http://451.jm.cn,未开通店铺,,,,,
85,http://85.jm.cn,未开通店铺,,,,,
98,http://98.jm.cn,未开通店铺,,,,,
309,http://309.jm.cn,未开通店铺,,,,,
204,http://204.jm.cn,未开通店铺,,,,,
250,http://250.jm.cn,未开通店铺,,,,,
333,http://333.jm.cn,搜狗收录域名批发，百度收录域名出售， 老域名购买交易,2017-8-3 20:26:14 ,1526,搜狗收录域名批发，百度收录域名出售， 老域名购买扫描软件交易查询，老域名怎么购买注册,9,0
301,http://301.jm.cn,未开通店铺,,,,,
104,http://104.jm.cn,未开通店铺,,,,,
421,http://421.jm.cn,未开通店铺,,,,,
378,http://378.jm.cn,未开通店铺,,,,,
321,http://321.jm.cn,未开通店铺,,,,,
283,http://283.jm.cn,未开通店铺,,,,,
160,http://160.jm.cn,未开通店铺,,,,,
243,http://243.jm.cn,未开通店铺,,,,,
133,http://133.jm.cn,未开通店铺,,,,,
315,http://315.jm.cn,未开通店铺,,,,,
307,http://307.jm.cn,未开通店铺,,,,,
461,http://461.jm.cn,未开通店铺,,,,,
404,http://404.jm.cn,未开通店铺,,,,,
179,http://179.jm.cn,未开通店铺,,,,,
498,http://498.jm.cn,未开通店铺,,,,,
162,http://162.jm.cn,未开通店铺,,,,,
20,http://20.jm.cn,未开通店铺,,,,,
14,http://14.jm.cn,未开通店铺,,,,,
157,http://157.jm.cn,未开通店铺,,,,,
84,http://84.jm.cn,未开通店铺,,,,,
214,http://214.jm.cn,未开通店铺,,,,,
138,http://138.jm.cn,未开通店铺,,,,,
488,http://488.jm.cn,未开通店铺,,,,,
167,http://167.jm.cn,未开通店铺,,,,,
391,http://391.jm.cn,未开通店铺,,,,,
438,http://438.jm.cn,未开通店铺,,,,,
255,http://255.jm.cn,未开通店铺,,,,,
295,http://295.jm.cn,未开通店铺,,,,,
24,http://24.jm.cn,未开通店铺,,,,,
396,http://396.jm.cn,未开通店铺,,,,,
181,http://181.jm.cn,未开通店铺,,,,,
357,http://357.jm.cn,未开通店铺,,,,,
196,http://196.jm.cn,未开通店铺,,,,,
182,http://182.jm.cn,未开通店铺,,,,,
339,http://339.jm.cn,未开通店铺,,,,,
274,http://274.jm.cn,未开通店铺,,,,,
278,http://278.jm.cn,未开通店铺,,,,,
38,http://38.jm.cn,未开通店铺,,,,,
143,http://143.jm.cn,未开通店铺,,,,,
359,http://359.jm.cn,未开通店铺,,,,,
268,http://268.jm.cn,未开通店铺,,,,,
211,http://211.jm.cn,未开通店铺,,,,,
443,http://443.jm.cn,未开通店铺,,,,,
477,http://477.jm.cn,未开通店铺,,,,,
446,http://446.jm.cn,未开通店铺,,,,,
89,http://89.jm.cn,未开通店铺,,,,,
126,http://126.jm.cn,未开通店铺,,,,,
313,http://313.jm.cn,未开通店铺,,,,,
195,http://195.jm.cn,未开通店铺,,,,,
81,http://81.jm.cn,未开通店铺,,,,,
34,http://34.jm.cn,未开通店铺,,,,,
260,http://260.jm.cn,未开通店铺,,,,,
452,http://452.jm.cn,未开通店铺,,,,,
484,http://484.jm.cn,未开通店铺,,,,,
348,http://348.jm.cn,未开通店铺,,,,,
123,http://123.jm.cn,未开通店铺,,,,,
463,http://463.jm.cn,萧秋水的小店,2021-7-31 9:37:11 ,68,,0,0
334,http://334.jm.cn,未开通店铺,,,,,
338,http://338.jm.cn,未开通店铺,,,,,
356,http://356.jm.cn,未开通店铺,,,,,
48,http://48.jm.cn,未开通店铺,,,,,
323,http://323.jm.cn,未开通店铺,,,,,
412,http://412.jm.cn,未开通店铺,,,,,
318,http://318.jm.cn,未开通店铺,,,,,
267,http://267.jm.cn,未开通店铺,,,,,
66,http://66.jm.cn,未开通店铺,,,,,
263,http://263.jm.cn,未开通店铺,,,,,
408,http://408.jm.cn,未开通店铺,,,,,
355,http://355.jm.cn,未开通店铺,,,,,
454,http://454.jm.cn,未开通店铺,,,,,
164,http://164.jm.cn,未开通店铺,,,,,
398,http://398.jm.cn,未开通店铺,,,,,
458,http://458.jm.cn,未开通店铺,,,,,
83,http://83.jm.cn,未开通店铺,,,,,
239,http://239.jm.cn,未开通店铺,,,,,
448,http://448.jm.cn,未开通店铺,,,,,
114,http://114.jm.cn,未开通店铺,,,,,
7,http://7.jm.cn,未开通店铺,,,,,
406,http://406.jm.cn,未开通店铺,,,,,
124,http://124.jm.cn,未开通店铺,,,,,
293,http://293.jm.cn,未开通店铺,,,,,
100,http://100.jm.cn,未开通店铺,,,,,
277,http://277.jm.cn,未开通店铺,,,,,
53,http://53.jm.cn,未开通店铺,,,,,
442,http://442.jm.cn,未开通店铺,,,,,
335,http://335.jm.cn,未开通店铺,,,,,
120,http://120.jm.cn,未开通店铺,,,,,
322,http://322.jm.cn,未开通店铺,,,,,
159,http://159.jm.cn,未开通店铺,,,,,
433,http://433.jm.cn,未开通店铺,,,,,
129,http://129.jm.cn,未开通店铺,,,,,
199,http://199.jm.cn,未开通店铺,,,,,
222,http://222.jm.cn,未开通店铺,,,,,
479,http://479.jm.cn,未开通店铺,,,,,
467,http://467.jm.cn,米呀米,2020-5-10 19:05:16 ,515,好米不多,2,3
42,http://42.jm.cn,未开通店铺,,,,,
29,http://29.jm.cn,未开通店铺,,,,,
372,http://372.jm.cn,未开通店铺,,,,,
115,http://115.jm.cn,未开通店铺,,,,,
276,http://276.jm.cn,未开通店铺,,,,,
418,http://418.jm.cn,未开通店铺,,,,,
417,http://417.jm.cn,未开通店铺,,,,,
387,http://387.jm.cn,未开通店铺,,,,,
330,http://330.jm.cn,未开通店铺,,,,,
397,http://397.jm.cn,未开通店铺,,,,,
22,http://22.jm.cn,未开通店铺,,,,,
12,http://12.jm.cn,未开通店铺,,,,,
192,http://192.jm.cn,未开通店铺,,,,,
67,http://67.jm.cn,未开通店铺,,,,,
288,http://288.jm.cn,未开通店铺,,,,,
142,http://142.jm.cn,未开通店铺,,,,,
95,http://95.jm.cn,未开通店铺,,,,,
224,http://224.jm.cn,未开通店铺,,,,,
35,http://35.jm.cn,198域名网,2015-12-20 16:55:09 ,2118,198域名网出售多年数字、三杂、字母、三拼、双拼、百度V认证等域名，欢迎前来选购！回收+批发+砍价QQ：771366667,74,3
3,http://3.jm.cn,3.jm.cn 企业独立B域名,2020-10-23 17:29:21 ,349,专业做独立企业域名专卖，域名回收. 大客户可联系QQ515151580薄利多销 搜狗收录域名专卖店铺 19919.jm.cn 掉B企业域名处理店铺 19989.jm.cn 日收周收独立企业域名 19998.jm.cn 请收藏域名店铺 3.jm.cn 每日上新300条   飞机号Q515151580,5625,1176
305,http://305.jm.cn,未开通店铺,,,,,
6,http://6.jm.cn,精品bc米数字米,2015-12-19 19:31:25 ,2119,数字米,20,0
90,http://90.jm.cn,未开通店铺,,,,,
423,http://423.jm.cn,未开通店铺,,,,,
261,http://261.jm.cn,未开通店铺,,,,,
375,http://375.jm.cn,未开通店铺,,,,,
45,http://45.jm.cn,未开通店铺,,,,,
472,http://472.jm.cn,未开通店铺,,,,,
422,http://422.jm.cn,未开通店铺,,,,,
170,http://170.jm.cn,未开通店铺,,,,,
161,http://161.jm.cn,未开通店铺,,,,,
161,http://161.jm.cn,未开通店铺,,,,,
113,http://113.jm.cn,未开通店铺,,,,,
170,http://170.jm.cn,未开通店铺,,,,,
291,http://291.jm.cn,未开通店铺,,,,,
70,http://70.jm.cn,未开通店铺,,,,,
218,http://218.jm.cn,未开通店铺,,,,,
362,http://362.jm.cn,未开通店铺,,,,,
198,http://198.jm.cn,精品老域名，百度V域名，绿标老玉米,2013-10-6 20:39:47 ,2923,只售平价精品老域名,13,0
